SLC7A8	-13.1549231041254
ALDH1A2	-13.0437897716392
NPC1	-11.8697773212129
CTSL	-11.5280960758373
COLEC12	-11.4479513610816
HABP4	-11.3230467666877
RCAN2	-11.2722304517339
NECAB2	-11.2558200284685
LPIN1	-11.2011810000589
MAN1C1	-11.1730061057952
MYO1E	-11.0732692880921
ADH1B	-11.0608593264725
TRIM67	-10.9844728722299
NIBAN1	-10.8790772914702
SLC40A1	-10.7413641199702
SLC35F6	-10.7054624517433
ACKR4	-10.6941281696489
PPARGC1A	-10.6671871862159
PCYT2	-10.6584665407574
KCNK3	-10.6106954195057
LARGE1	-10.6072291333967
NTRK2	-10.5490414869643
PLPP3	-10.4744380654975
ANGPTL2	-10.3870364382025
DIRAS2	-10.3535755488812
IGSF10	-10.3287528001692
ENDOD1	-10.3243068121738
HTR2B	-10.3181012336803
ELAPOR2	-10.2849205822783
NEK10	-10.284296422004
KCNS2	-10.2755278179731
CCR1	-10.2662685353892
LBH	-10.1950090096486
FRAS1	-10.1098762087882
SIPA1L2	-10.0704029881138
FNIP2	-10.0657949041149
RSPO3	-10.0479909904755
STRIP2	-10.0189628268028
TMEM200A	-10.0068988669347
CABLES1	-9.9445560326315
STC2	-9.93320957424286
FLOT1	-9.92323611983553
PREB	-9.91609555865452
CPA4	-9.90832543836284
EVI2B	-9.90415761549855
NR2F2	-9.84911636556067
FBN2	-9.81843762847665
PIP4K2A	-9.81673108338302
MTUS1	-9.80840405145825
OMG	-9.7830602081767
RAPGEF4	-9.7746671388566
BRINP1	-9.77466674446088
ST3GAL5	-9.74208778325261
GDF5	-9.68065261253338
IFIT3	-9.6517841285066
ALDH1L1	-9.63145113684283
STUM	-9.61491143060893
C1orf21	-9.61041116352229
SOCS2	-9.60559279500172
GNPDA1	-9.59398588551676
PDE1C	-9.57828000050596
PLXDC1	-9.56300668299101
ANK3	-9.5557283854096
ARMC9	-9.54020830392022
FAM180A	-9.52276640113846
OLFML2B	-9.49157982911457
PRUNE2	-9.47418758524677
RPP25	-9.4646068534279
OXCT1	-9.46351276505299
KCP	-9.43369615566369
KLHL21	-9.4333621673321
ABCB5	-9.43254391512053
HRK	-9.34543480664998
GCNT4	-9.34182897171673
SOCS2-AS1	-9.33801769778884
LDLR	-9.33445622789293
TMTC1	-9.31644405952712
IFIT1	-9.30673367579111
